Type,Age,MaturitySize,FurLength,Vaccinated,Dewormed,Sterilized,Health,PhotoAmt,AdoptionSpeed,Principal,Casual
2,1,1,2,2,1,2,1,10,0,0,28
1,120,2,2,3,3,3,2,3,0,0,-24
2,12,2,1,1,1,1,1,11,1,3,-21
1,30,3,3,1,1,1,1,6,1,3,23
1,2,2,1,2,1,2,1,1,0,0,32
2,2,2,1,2,1,2,1,7,0,0,34
1,2,2,1,3,3,2,1,4,0,3,-25
2,1,2,2,2,2,2,1,3,0,3,17
2,2,2,2,2,1,2,1,4,0,0,-5
2,3,1,1,2,2,2,1,3,0,0,-36
1,50,2,2,2,2,2,1,4,0,0,30
1,36,3,2,1,1,2,1,4,1,0,35
1,2,1,2,1,3,3,1,1,1,3,10
1,3,1,1,3,3,3,2,0,0,0,-8
1,2,2,2,2,2,2,1,2,1,3,28
2,1,1,1,2,1,2,1,3,1,3,22
2,1,2,1,2,1,3,1,4,1,0,37
1,24,2,2,1,1,1,1,21,0,0,38
1,2,1,1,1,1,2,1,3,1,3,18
2,14,3,1,2,1,1,1,5,1,3,5
2,3,2,1,2,1,2,1,3,1,3,1
1,2,2,2,1,1,2,1,2,0,0,28
2,5,1,1,1,1,1,1,5,0,0,-22
1,2,1,1,2,1,2,1,6,0,0,-18
2,4,2,1,1,1,2,1,1,0,0,5
2,2,2,1,1,1,2,1,20,0,0,-2
2,5,1,3,1,1,2,1,13,0,0,32
1,1,1,1,1,1,2,1,1,1,3,19
2,11,2,2,1,1,2,1,3,1,3,20
1,2,2,2,2,1,2,1,1,1,3,6
1,2,1,1,3,3,3,2,4,1,3,-18
2,2,2,1,1,1,2,1,5,1,3,-2
2,0,2,1,2,2,2,1,1,1,3,-34
1,1,3,1,2,2,2,1,6,1,3,-35
1,1,2,1,2,2,2,1,3,1,0,31
1,24,2,1,3,3,1,1,11,1,3,9
1,3,2,1,2,2,2,1,5,1,3,9
1,1,3,1,2,1,2,1,5,0,0,-23
1,1,1,1,2,2,2,1,1,1,3,19
1,2,2,1,3,3,3,1,7,1,3,4
1,4,2,1,2,2,2,1,2,1,3,12
2,2,2,1,2,2,2,1,2,1,3,-34
1,6,2,1,1,2,2,1,1,0,0,-39
1,4,2,1,1,1,2,1,8,0,0,-14
2,2,2,1,2,1,2,1,1,1,3,-27
1,12,2,2,1,1,1,1,0,0,0,26
1,2,2,1,3,3,2,1,5,1,3,18
2,1,1,1,2,2,2,1,4,1,3,-37
1,36,2,2,1,1,1,1,2,1,3,3
1,48,2,2,1,1,1,1,2,1,0,-22
2,7,2,1,1,1,3,1,1,1,3,32
1,48,1,2,2,1,2,1,2,1,3,-25
2,6,1,2,2,1,2,1,4,0,0,-22
1,1,2,2,2,1,1,1,13,0,0,-14
1,2,2,1,2,2,2,1,1,0,0,31
2,3,1,1,3,3,3,1,1,1,3,-18
1,12,1,1,1,1,2,2,1,0,0,24
1,1,2,1,3,3,3,1,1,1,3,1
2,2,2,1,2,2,2,1,9,1,3,20
1,72,1,1,3,3,3,3,3,1,3,21
1,5,2,1,1,1,1,1,0,0,0,4
2,12,2,1,2,1,2,1,1,0,0,-28
1,24,3,2,1,1,2,1,2,1,3,-13
1,10,2,2,1,1,2,1,2,1,3,12
1,2,2,1,2,2,2,1,8,0,0,-40
2,0,2,1,3,1,1,1,21,0,0,-5
2,1,1,1,2,2,2,1,1,0,0,-36
1,4,3,2,1,1,2,1,5,1,3,39
2,12,2,3,2,2,2,1,5,1,0,-24
2,2,2,2,3,3,3,1,18,0,0,37
2,12,2,1,3,3,2,1,1,0,3,0
2,6,1,1,2,1,1,1,3,0,0,-10
2,4,1,1,2,2,2,1,4,0,3,-18
2,4,1,1,1,1,2,1,5,0,0,-34
1,1,2,1,2,2,2,1,4,1,3,27
1,24,3,2,3,3,3,1,3,0,0,5
2,3,2,1,2,1,2,1,4,0,0,26
2,5,1,2,1,1,2,1,3,0,3,-6
2,72,2,3,1,1,1,1,4,1,3,-20
1,2,2,2,2,2,2,1,1,0,0,-26
2,1,1,1,3,3,3,1,1,0,0,-16
1,4,1,1,1,1,3,1,4,1,3,-8
1,4,2,1,1,1,2,1,3,1,3,7
2,3,1,1,2,1,2,1,4,0,0,-13
1,2,2,1,1,1,2,1,1,0,3,36
1,24,3,3,2,2,2,1,2,0,0,-16
1,1,2,2,2,2,2,1,11,0,0,-5
1,2,2,1,2,2,2,1,4,1,3,-36
2,2,2,1,3,3,2,1,1,1,3,10
1,4,2,1,3,3,2,1,1,1,3,0
2,4,1,2,1,1,2,1,13,0,0,11
1,96,2,2,1,1,1,1,2,0,0,-17
1,3,2,2,2,1,2,1,4,0,0,13
2,3,2,1,2,2,2,1,3,0,0,-13
1,12,2,2,3,3,2,1,5,1,3,0
1,8,2,1,2,1,1,1,2,0,0,28
1,24,2,2,3,3,3,1,3,0,0,2
1,4,2,2,1,1,1,1,1,0,0,11
2,24,2,1,1,1,1,1,3,1,3,-16
2,12,2,2,3,3,3,1,1,0,3,19
1,3,2,1,1,1,2,1,4,1,3,25
2,24,2,2,1,1,1,1,1,0,0,-37
2,1,2,2,2,1,2,1,6,0,3,-12
1,7,1,1,2,2,2,1,1,0,0,3
1,3,2,1,2,2,2,1,4,0,0,4
1,10,3,1,1,1,2,1,1,1,3,8
1,2,2,1,1,1,2,1,1,1,3,-37
2,4,1,1,2,2,2,1,1,0,0,-16
1,2,2,1,2,2,2,1,1,0,0,28
1,3,2,1,1,1,2,1,3,0,0,-31
2,28,3,3,1,1,2,1,5,1,3,38
1,48,1,1,1,1,1,1,1,1,3,24
1,2,2,1,1,1,2,1,4,1,3,34
1,3,2,2,1,1,1,1,5,0,3,35
2,2,2,2,2,1,2,1,1,1,3,-6
2,10,3,2,3,3,3,1,8,1,3,32
1,2,2,1,2,1,2,1,1,1,3,26
1,1,1,1,2,2,2,1,1,0,3,-17
2,3,2,2,2,2,2,1,1,0,0,-1
2,17,2,1,1,1,2,1,5,0,0,38
1,2,2,2,1,1,2,1,1,0,0,-9
1,2,2,2,1,1,2,1,1,1,3,-7
2,36,2,2,3,3,3,1,1,1,3,-10
2,6,1,1,1,1,1,1,1,0,0,-34
1,3,2,1,1,1,2,1,15,0,0,-28
1,27,2,2,1,1,2,1,2,1,3,-3
2,6,2,1,2,1,1,1,5,0,3,-10
1,1,2,1,2,2,2,1,5,0,0,16
2,1,1,2,2,2,2,1,1,1,3,12
1,1,2,1,1,1,2,1,5,1,3,-31
2,8,1,1,1,1,1,2,1,1,3,-13
2,12,1,1,1,1,2,1,3,0,0,34
2,2,3,3,3,3,3,1,2,1,3,19
1,2,2,2,1,1,2,1,3,0,0,-18
2,8,2,2,2,2,2,1,2,0,0,39
1,3,2,1,1,1,2,1,1,0,3,-10
1,1,2,1,2,2,2,1,2,0,0,27
1,24,2,1,1,1,1,1,6,0,0,-15
2,4,2,2,1,1,2,1,5,1,3,7
2,4,1,3,2,2,3,1,3,1,0,15
2,2,2,2,2,2,2,1,11,1,0,19
1,65,1,2,1,1,3,1,1,1,3,28
2,3,1,1,1,1,2,1,4,0,0,-16
1,3,2,1,2,1,2,1,8,1,3,0
2,5,1,1,1,1,1,1,5,1,3,-17
1,5,2,1,3,3,3,1,0,0,0,14
2,2,1,2,2,2,2,1,3,1,0,-15
1,1,2,2,2,1,2,1,13,0,0,27
1,4,2,1,1,1,2,1,5,0,0,-24
2,3,1,1,2,2,2,1,5,1,3,37
2,4,1,1,2,1,2,2,1,1,3,-7
1,6,2,1,1,1,1,1,2,0,0,-33
2,2,2,1,2,1,2,1,3,1,3,-22
2,72,2,2,3,3,3,1,1,0,0,-23
2,12,2,1,2,2,2,1,2,0,3,27
1,8,2,2,1,1,1,1,5,0,0,-25
2,6,2,1,1,1,3,1,4,0,3,17
2,1,1,2,2,1,2,1,2,1,3,-40
1,6,2,1,1,1,2,1,3,0,0,19
2,1,1,1,2,2,2,1,5,1,3,-12
1,84,2,3,1,1,1,1,14,0,0,22
1,1,2,1,1,1,1,1,14,0,0,4
2,4,2,1,3,3,3,1,4,0,0,-9
1,2,2,1,1,1,2,1,1,0,3,15
2,1,1,1,2,2,2,1,4,0,0,35
2,3,1,1,2,1,2,1,2,0,0,5
2,1,1,1,2,2,2,1,3,1,0,-26
2,36,3,1,1,1,1,1,1,0,0,20
2,3,2,2,2,1,2,1,5,1,3,-12
1,11,2,1,1,1,2,1,5,0,0,7
1,2,2,1,2,1,3,1,1,0,0,-16
2,4,1,1,2,1,2,1,4,0,0,23
1,18,2,3,1,1,1,1,2,1,3,-11
2,12,3,3,2,1,2,1,2,1,0,-8
1,3,2,1,2,1,2,1,3,0,3,-5
2,34,1,2,3,3,3,1,5,1,3,-36
2,18,1,1,1,1,3,1,7,1,3,15
2,72,2,1,1,1,1,1,1,0,0,15
2,12,2,2,1,1,1,1,1,0,0,-21
1,2,3,1,2,2,2,1,2,1,3,-37
1,1,2,2,1,1,2,1,1,0,0,30
1,2,2,2,2,2,2,1,1,0,0,-9
1,1,2,1,1,1,2,1,6,0,0,-7
1,3,2,1,2,2,2,1,2,0,0,22
2,2,2,1,2,2,2,1,4,1,3,11
1,2,2,1,1,1,2,1,7,1,3,38
1,12,2,2,1,1,1,1,5,0,0,-6
2,12,2,2,3,1,1,1,2,0,0,-36
2,12,2,2,1,1,1,1,1,1,3,-19
2,12,2,1,1,1,1,1,3,0,3,-22
2,10,2,1,1,1,1,1,8,0,0,-8
2,1,1,1,2,1,2,1,1,1,3,-31
1,36,2,1,1,1,1,1,5,1,3,-25
1,12,3,1,1,1,2,1,2,0,3,0
2,2,2,2,2,2,2,1,6,1,0,-35
1,9,1,2,3,3,1,1,4,1,3,-37
1,2,2,2,2,1,2,1,14,1,3,-18
2,3,2,1,2,2,2,1,7,1,3,4
2,5,2,1,3,3,3,1,1,1,3,32
2,2,2,1,2,1,2,1,3,1,0,-38
1,6,2,2,2,1,1,1,3,0,0,22
1,12,2,1,1,1,1,1,11,0,0,-12
1,2,2,1,2,1,2,1,2,1,3,-11
2,3,2,1,2,1,2,1,3,0,0,18
1,2,2,1,2,2,2,1,5,1,3,-13
1,72,2,3,1,1,1,1,5,1,3,26
1,2,2,1,2,2,2,1,2,1,3,20
1,36,1,2,3,3,2,1,3,1,3,-14
1,3,2,1,1,1,1,1,11,0,3,0
2,2,2,1,2,1,2,1,2,1,0,-29
2,11,2,1,1,1,1,1,3,0,0,-15
1,13,2,3,1,1,2,1,1,1,3,-37
2,3,1,2,1,1,2,2,4,0,0,-16
1,4,2,1,1,2,2,1,2,0,0,-3
1,2,2,1,3,3,2,1,4,0,0,-21
2,6,1,2,1,1,1,1,3,0,0,13
2,36,2,3,2,2,1,1,2,1,3,35
2,5,2,1,2,2,2,1,5,1,3,-20
1,36,3,1,1,1,1,1,10,0,0,9
2,24,2,1,2,1,1,1,4,0,3,33
1,1,2,2,2,1,2,1,3,1,3,7
1,36,2,2,1,1,2,1,1,1,3,-4
1,4,2,1,1,1,2,1,5,1,3,11
1,3,2,1,1,1,1,1,2,1,3,17
1,12,2,1,1,1,1,1,2,1,0,-36
1,2,3,2,1,1,2,1,3,0,3,-38
1,2,2,1,2,1,2,1,1,1,3,-17
1,1,2,2,2,2,2,1,5,1,3,29
1,2,2,1,2,2,2,1,1,0,0,24
1,2,2,2,1,1,2,1,3,1,3,-35
1,2,2,2,2,2,2,1,3,1,3,22
1,18,2,2,3,1,3,1,5,1,3,-10
2,3,1,1,1,1,2,1,6,1,3,10
1,36,2,2,3,3,1,1,1,1,3,32
1,36,2,2,3,3,2,1,3,0,0,4
2,2,2,1,2,1,2,1,1,0,0,5
2,2,2,2,2,2,2,1,3,0,0,18
1,24,3,1,1,1,1,1,3,0,0,2
1,60,2,1,1,1,1,1,2,0,0,39
1,2,2,2,1,1,2,1,1,0,0,10
1,2,2,2,2,1,2,1,2,1,3,35
2,1,2,1,3,1,2,1,2,1,3,2
2,5,1,1,1,2,3,1,4,0,0,7
2,2,2,2,2,2,2,1,3,1,3,-2
1,32,1,1,1,1,2,1,2,1,3,-9
1,2,2,2,2,1,2,1,13,0,0,31
1,2,2,2,1,1,2,1,3,1,0,35
2,2,2,1,2,2,2,1,2,1,3,28
2,7,2,1,2,1,2,1,3,0,0,19
1,12,2,2,1,2,2,1,1,1,0,33
1,1,1,1,2,1,3,1,5,1,3,14
2,13,2,1,2,1,2,1,5,0,0,-29
2,12,2,1,1,1,1,1,4,0,0,13
2,12,2,1,2,2,2,1,4,0,0,12
1,5,2,2,1,1,2,1,8,1,0,23
2,12,2,1,1,1,1,1,5,0,0,-34
1,36,2,1,3,3,3,1,5,0,3,34
2,3,2,1,2,1,2,1,1,0,3,-27
2,3,1,1,3,3,3,1,3,1,3,-24
1,2,2,1,2,2,2,1,5,1,3,22
1,2,2,1,1,2,2,1,0,1,3,-38
1,60,1,2,3,3,1,1,13,0,0,13
1,24,2,1,1,1,1,1,1,1,3,-18
2,3,2,1,1,1,1,1,1,0,0,21
2,12,1,1,3,1,1,1,2,0,3,10
1,19,3,1,1,1,1,1,2,1,3,-31
2,3,2,2,1,1,2,1,3,1,3,-37
1,1,2,2,2,1,2,1,4,1,0,-7
2,1,1,1,2,2,2,1,1,1,3,1
2,1,2,2,3,3,3,1,2,1,0,37
2,4,2,1,1,1,2,1,5,1,0,-38
2,2,1,1,1,1,2,1,2,1,3,17
2,3,2,2,2,1,2,1,4,1,3,-36
2,16,2,1,1,1,1,1,3,0,0,17
1,3,1,1,2,2,2,1,1,0,0,-30
2,2,1,1,2,1,2,1,7,1,3,28
1,5,2,2,1,1,2,1,2,0,3,-38
2,1,2,1,2,2,2,1,7,0,0,15
1,7,3,3,3,1,2,2,3,1,3,36
1,2,2,1,1,1,2,1,3,1,3,30
1,9,2,3,3,3,3,1,0,0,0,-17
1,8,2,3,1,1,2,1,5,1,3,8
1,4,2,2,3,1,3,1,3,0,0,3
2,3,1,1,1,1,1,1,1,1,3,-31
2,3,1,1,2,2,2,1,2,1,3,39
1,2,2,2,1,1,3,1,1,0,3,-31
1,1,2,1,1,1,2,1,2,1,3,13
2,2,2,1,2,1,2,1,4,1,3,16
2,4,2,1,1,1,1,1,14,1,3,-5
1,12,2,2,2,2,2,1,1,0,0,26
1,3,2,2,1,1,2,1,2,0,0,20
2,12,1,1,1,1,1,1,7,0,0,-11
2,3,1,2,1,1,2,1,2,1,3,-18
1,2,2,2,2,1,2,1,3,1,3,32
2,6,2,2,1,1,2,1,5,0,3,-5
1,2,2,2,2,2,2,1,2,0,3,2
2,2,1,2,2,2,2,1,4,0,0,8
2,2,1,2,2,2,2,1,5,0,0,-19
1,3,2,1,2,2,2,1,2,0,0,-28
2,4,1,1,2,1,2,1,12,0,0,-20
2,3,1,2,2,2,2,1,3,1,3,-30
2,12,2,2,1,2,1,1,3,0,0,-22
2,12,3,1,1,1,1,1,5,0,0,34
1,30,2,1,1,1,2,1,5,1,3,-39
2,3,1,1,2,1,2,1,1,1,3,9
1,12,2,2,3,3,3,1,7,0,0,-12
2,3,1,1,2,2,2,1,10,1,3,14
1,1,2,1,2,1,2,1,6,0,0,-37
1,3,2,1,2,1,2,1,1,0,0,-10
1,7,1,1,3,1,1,1,7,1,3,-39
1,1,3,1,2,2,2,1,5,1,3,0
1,3,2,2,1,1,2,1,2,0,0,39
2,29,2,2,1,1,2,1,3,1,3,27
1,2,2,2,3,3,3,1,3,0,0,28
2,2,2,1,2,2,2,1,3,1,3,37
1,3,2,2,2,1,2,1,6,1,3,-27
1,1,2,1,2,2,2,1,6,1,3,-1
2,1,1,1,2,2,2,1,4,1,3,-10
1,3,2,1,1,1,2,1,3,0,3,-1
1,1,2,1,2,2,2,1,6,0,0,-38
2,1,1,2,1,1,2,1,6,1,3,29
2,3,1,2,2,2,2,1,3,0,0,-33
1,12,2,1,2,1,2,1,3,0,0,27
1,15,3,1,1,1,1,1,5,0,0,-33
2,2,1,2,2,2,2,1,18,0,3,7
1,3,1,2,3,3,3,1,2,0,0,-20
1,24,3,2,1,1,1,1,2,1,3,-21
2,12,3,1,1,1,1,1,4,0,0,0
2,2,1,1,1,1,2,1,5,1,3,-24
1,9,2,1,2,2,2,1,1,1,3,39
1,12,1,2,3,3,2,1,1,1,3,30
2,2,3,2,2,2,3,1,4,1,3,-26
2,2,2,2,2,2,2,1,5,1,3,-10
1,12,2,2,1,1,1,1,3,0,0,15
1,1,2,1,2,2,2,1,8,1,3,-7
2,3,2,1,2,1,2,1,4,0,0,-21
1,1,2,2,2,2,2,1,2,0,0,-4
2,10,2,2,1,1,1,1,1,0,0,-5
1,1,2,1,2,2,3,1,3,0,3,-14
2,16,2,2,2,1,2,1,2,1,3,-3
1,5,2,1,1,1,2,1,4,1,3,33
1,2,2,1,2,2,2,1,9,1,3,-12
1,2,2,1,2,2,2,1,2,0,0,-1
1,12,2,2,1,1,2,2,4,0,0,22
1,2,2,2,2,1,3,1,1,0,0,-2
2,44,2,1,1,1,1,1,19,1,3,12
1,2,2,1,3,1,3,1,1,1,3,-36
1,2,2,1,1,1,2,1,3,0,0,-15
1,3,2,2,1,1,2,1,5,1,3,-25
1,2,2,2,1,1,2,1,2,1,3,-3
1,2,2,1,1,3,3,1,3,0,0,33
1,12,2,2,2,2,1,1,11,0,0,-2
2,6,2,1,2,2,2,1,3,0,0,-28
2,24,2,1,2,2,1,1,4,0,0,-29
1,2,2,2,2,2,2,1,1,0,0,-37
1,2,1,1,2,2,2,1,16,1,3,-20
1,1,2,2,2,2,2,1,1,0,0,2
1,2,2,1,2,3,2,1,1,1,3,-17
1,1,2,2,1,1,2,1,1,0,0,-7
2,8,2,1,2,2,2,1,1,0,0,-40
2,3,2,1,2,1,2,1,0,0,3,39
1,3,3,1,2,2,2,1,22,1,3,13
2,2,1,2,2,2,2,1,3,1,3,22
1,84,2,1,1,1,2,1,1,0,3,15
2,1,2,1,1,1,2,1,2,1,3,11
2,3,1,1,2,2,2,1,2,0,3,1
1,60,1,3,1,1,1,1,2,1,3,-8
2,3,1,1,1,1,2,1,12,0,3,28
1,48,1,2,1,1,2,1,3,1,3,38
1,2,2,1,1,1,2,1,7,1,3,38
2,5,2,2,2,2,2,1,2,1,3,5
1,9,2,1,1,1,1,1,2,0,0,-39
1,24,2,1,2,2,2,1,3,0,0,4
1,1,2,1,2,2,2,1,3,0,0,26
2,8,1,1,3,3,1,1,5,0,3,-26
1,2,2,2,2,2,2,1,5,1,3,-12
1,6,2,2,2,1,2,1,4,0,0,-39
1,1,2,2,2,2,2,1,1,0,0,-26
2,3,2,2,2,1,2,1,8,1,3,-22
1,2,2,2,3,2,3,1,5,0,0,-10
1,1,2,2,2,2,2,1,8,1,3,18
1,56,1,3,1,1,2,1,0,0,0,-1
2,2,1,2,3,3,3,1,6,0,0,24
2,2,2,1,2,2,2,1,2,0,0,29
2,2,1,1,2,1,2,1,3,1,3,-38
2,2,2,2,2,1,2,1,13,0,0,18
2,3,2,1,2,2,2,1,1,1,3,19
1,1,2,1,2,2,2,1,5,0,0,15
1,8,2,1,3,3,3,1,3,0,0,-40
2,1,2,2,2,1,2,1,5,0,3,7
1,48,2,1,3,3,3,1,1,0,0,-13
1,36,2,2,3,3,1,1,9,0,0,28
2,18,2,1,1,1,1,1,1,0,0,22
1,2,2,2,1,1,2,1,5,1,3,-2
1,2,2,1,1,1,2,1,3,0,0,-30
2,2,2,2,2,1,2,1,7,0,0,-39
1,36,1,1,1,1,1,1,3,0,0,20
1,12,1,1,1,1,2,1,3,0,0,17
1,3,2,1,2,1,2,1,6,1,3,10
2,1,2,1,2,2,2,1,3,1,3,6
1,2,1,2,2,2,2,1,5,0,0,6
2,2,1,1,2,2,2,1,3,1,3,2
1,2,2,2,2,1,2,1,6,0,0,20
1,72,3,3,1,1,1,1,0,0,0,38
2,6,2,1,3,3,3,1,0,1,3,-38
1,2,2,3,1,1,2,1,21,0,0,10
1,1,2,2,2,2,3,1,2,0,3,36
1,3,2,2,3,3,3,1,2,1,0,-32
2,1,2,1,2,2,2,1,1,1,3,26
1,1,2,1,2,2,2,1,5,1,3,12
1,3,2,2,1,1,1,1,12,0,0,-17
1,1,2,1,3,3,3,1,1,0,0,14
1,2,2,2,3,3,2,1,1,0,0,3
1,84,2,3,1,1,2,1,2,1,3,14
1,2,3,1,1,1,2,1,8,0,0,-16
2,11,2,1,1,1,1,1,1,0,0,-40
1,1,2,1,3,3,2,1,1,0,0,-32
2,3,2,2,1,1,2,1,14,0,0,38
1,74,2,2,3,1,3,1,2,1,3,-23
1,4,2,1,2,1,1,1,6,1,3,-36
1,2,3,1,2,1,3,1,1,0,0,10
1,4,2,2,1,1,2,1,10,1,3,-35
2,20,3,2,2,1,2,1,4,1,0,23
2,36,2,2,1,1,1,1,3,1,3,36
2,18,2,2,2,2,2,1,4,1,3,16
2,0,1,1,2,2,2,1,0,0,0,23
2,2,1,2,2,2,2,1,5,1,3,17
2,2,1,2,2,2,2,1,5,0,0,26
1,5,2,2,1,1,2,1,3,0,0,-19
1,5,2,2,1,1,1,1,3,0,3,-1
2,5,2,2,2,1,2,2,4,0,0,28
1,2,2,2,1,1,2,1,1,0,3,28
2,2,1,2,2,2,2,1,7,1,0,-9
2,3,2,1,1,1,2,1,27,1,3,-1
1,7,2,1,1,1,3,1,8,1,0,-36
1,0,2,2,3,3,3,1,5,1,0,12
1,1,2,2,2,2,2,1,3,1,3,15
2,6,1,2,1,1,1,1,2,0,0,-26
2,2,1,1,2,2,2,1,4,0,0,16
1,48,2,3,1,1,1,1,3,0,0,32
2,12,2,1,1,1,2,1,4,1,3,-12
1,2,2,1,2,1,2,1,1,0,3,38
2,2,1,2,2,2,2,1,3,0,3,22
1,60,1,3,1,1,1,1,1,1,3,0
2,3,3,1,2,1,2,1,4,0,0,-22
2,6,2,2,2,2,3,1,0,0,0,32
1,12,2,2,1,1,1,1,4,0,0,-15
1,2,2,2,1,1,2,1,5,1,3,1
2,8,1,1,1,1,1,1,2,0,0,39
1,1,2,2,3,3,2,1,1,0,3,-10
1,1,2,1,2,2,2,1,2,1,3,-8
2,2,1,1,2,2,2,1,3,1,3,7
2,3,1,1,1,1,2,1,9,1,0,19
2,3,1,1,1,2,2,1,5,0,0,4
1,1,2,1,2,2,2,1,1,1,3,8
2,4,1,2,2,1,2,1,0,0,0,-1
1,2,2,1,2,2,2,1,1,0,0,-5
1,3,2,1,1,1,2,1,3,1,3,5
2,2,1,1,2,2,2,1,2,1,3,13
1,2,1,1,3,3,3,1,1,0,0,18
2,1,1,2,2,2,2,1,3,0,0,-6
1,144,2,2,3,3,2,1,1,0,0,-14
2,6,2,3,3,3,2,1,3,1,3,13
2,2,1,1,2,2,2,1,3,1,3,-25
2,36,2,1,1,1,1,1,5,0,0,18
1,30,2,2,1,1,1,1,2,0,0,34
1,3,2,1,3,3,2,1,2,1,0,-27
2,2,1,2,2,2,3,1,1,1,0,-6
1,10,2,1,2,1,1,1,2,0,0,-2
1,60,2,2,1,1,1,1,4,0,0,39
1,1,2,1,1,1,2,1,6,1,3,-6
1,20,2,2,1,1,1,1,2,0,0,-9
1,3,2,1,3,3,3,1,1,0,0,-13
2,0,2,1,2,2,2,1,5,1,3,10
1,12,2,2,2,1,1,1,7,1,0,29
1,6,2,1,1,1,3,1,1,1,3,36
2,8,2,1,1,1,2,1,2,0,3,-6
2,4,2,1,2,1,3,1,11,0,0,6
1,8,2,2,1,1,1,1,2,0,0,38
1,2,2,2,2,2,2,1,18,0,0,3
2,2,2,1,3,3,3,1,0,0,0,-10
2,2,2,2,2,2,2,1,3,1,3,16
1,6,2,2,2,1,2,1,4,1,3,24
1,36,4,1,1,1,2,1,2,1,3,-32
2,3,2,1,3,3,3,1,3,1,3,30
1,3,2,1,3,3,3,1,4,0,3,16
2,60,2,1,2,1,1,2,4,1,3,24
1,1,2,1,2,1,2,1,2,1,3,-19
1,12,2,2,1,1,2,1,5,1,0,-8
2,2,1,1,2,1,2,1,5,1,3,-26
2,60,3,1,1,1,1,1,1,0,0,6
2,12,2,2,3,1,3,1,4,0,0,-29
1,5,1,1,2,2,3,1,3,0,0,12
2,2,2,2,2,2,3,1,0,0,3,17
1,1,2,1,2,2,2,1,1,0,0,-11
1,5,2,1,1,1,1,1,5,1,3,-32
1,3,1,2,1,1,2,1,5,1,3,-16
1,5,1,1,1,1,2,1,3,1,3,-16
1,1,2,2,2,2,2,1,1,0,0,7
1,1,2,2,2,2,2,1,3,1,3,-25
1,2,2,2,2,1,2,1,4,1,0,17
1,3,2,1,2,1,2,1,5,0,0,25
1,3,3,2,1,1,2,1,5,0,0,-26
1,2,2,2,2,2,2,1,1,1,3,-9
2,2,2,2,3,3,3,1,4,1,3,30
1,3,3,1,2,2,3,1,3,1,0,-8
1,12,2,1,1,1,1,1,3,0,0,35
1,1,2,2,1,1,2,1,13,0,0,32
1,7,3,2,1,1,2,1,1,1,3,3
1,3,2,1,1,1,2,1,4,1,3,-32
1,3,3,1,3,3,2,1,2,0,0,24
2,12,1,2,1,1,1,1,1,0,0,-37
2,3,1,1,3,1,1,1,5,0,0,38
2,1,1,1,3,3,3,1,8,0,0,-13
1,36,1,2,1,1,1,1,1,0,0,-3
2,3,1,1,2,1,2,1,2,1,3,-5
1,4,2,1,2,1,2,1,5,0,0,-25
1,15,2,3,1,1,2,1,5,1,3,-39
1,3,2,2,2,2,2,1,2,1,3,4
1,60,2,1,1,1,1,1,2,0,0,-6
1,6,1,1,1,1,2,1,3,0,0,28
1,2,3,2,3,3,3,1,4,1,0,22
2,4,3,2,2,2,2,1,3,1,3,27
1,3,2,1,1,1,1,1,6,0,0,-15
1,1,2,2,2,2,2,1,4,1,3,8
1,4,2,1,1,1,2,1,3,0,0,7
1,36,3,1,1,1,1,1,4,1,0,19
2,1,2,1,2,2,2,1,5,0,0,-14
1,24,1,3,1,1,3,1,2,1,3,-3
1,4,1,1,1,1,2,1,7,1,3,27
1,2,2,1,2,1,2,1,5,0,0,-22
2,6,2,1,1,1,1,1,1,0,0,-36
2,1,3,2,2,2,2,2,5,1,3,28
2,5,2,2,2,2,2,1,2,0,0,-11
2,2,2,3,1,1,2,1,3,1,3,-12
1,12,2,2,1,1,2,1,3,1,3,-26
